0,680,16.885836,51.102683,1606,14.4775,35.857497,13974.3305738208,1992.22
1,478,-2.27495,53.353744,1715,28.7925,36.713056,13818.089086326,2736.08
2,1953,-77.466231,25.038958,3533,-80.15275,26.072583,14136.9799481435,605.51
3,3830,-87.904842,41.978603,4040,-83.807833,41.586806,7118.97396788581,269.15
4,3364,116.584556,40.080111,3399,87.474244,43.907106,7160.01129343058,1902.95
5,3395,103.947086,30.578528,3376,114.2081,30.783758,9519.386381675,147.34
6,1655,27.620631,47.178492,1657,26.102178,44.572161,10481.2536041467,758.81
7,1403,-4.418539,48.447911,495,-1.356803,50.950261,12806.324736945,1482.31
8,2997,72.867919,19.088686,3024,79.884117,7.180756,5623.01222574836,1406.55
9,1465,25.236308,39.917072,4191,26.347061,37.682717,11824.1815574122,1601.56
10,3156,73.529128,4.191833,1524,8.728111,45.630606,16865.5148377953,1221.56
11,609,12.655972,55.617917,585,5.374528,51.450139,14281.9633593099,4564.68
12,1382,2.55,49.012779,535,-3.3725,55.95,4339.33379501486,1168.63
13,4108,117.215992,36.857214,3379,108.751592,34.447119,8087.04027482781,1675.18
14,3930,126.450517,37.469075,2305,130.450686,33.585942,8918.20911607602,2145.92
15,3304,101.709917,2.745578,3316,103.994433,1.350189,6610.60841373924,1189.15
16,1538,11.288667,44.535444,1638,-9.135919,38.781311,6948.58937614604,2229.82
17,2089,36.618889,28.365417,2059,42.656625,18.240367,15321.6295510462,3238
18,3830,-87.904842,41.978603,4007,-82.541806,35.436194,3400.03134851046,204.73
19,3930,126.450517,37.469075,2384,127.645869,26.195814,10174.2837250246,3311.46
20,3385,119.663272,25.935064,3375,113.840889,34.519672,14071.1296700055,2734.78
21,4203,123.746247,13.157064,2397,121.019581,14.508647,4155.3862253128,36.68
22,287,10.227217,36.851033,286,10.754722,35.758056,6729.73434202201,1422.65
23,3486,-81.849794,41.411689,3861,-90.258028,29.993389,5910.10443554285,1523.27
24,6367,109.554,36.6369,3393,106.641678,29.719217,2465.93098822039,730.78
25,3484,-118.408075,33.942536,3687,-119.71814,36.776194,14009.6098896419,2006.52
26,4053,7.529167,47.59,1054,-15.386586,27.931886,14584.0639680783,383.9
27,2960,39.170539,45.034689,4029,37.906111,55.408611,15196.7515605651,1248.43
28,3797,-73.778925,40.639751,3484,-118.408075,33.942536,4569.01300620724,1522.69
29,3484,-118.408075,33.942536,3536,-111.977772,40.788389,3689.80705253187,184.47
30,1551,12.351944,45.505278,507,-0.461389,51.4775,1992.34785507854,239.96
31,6084,69.1839,54.7747,2910,71.466944,51.022222,13926.9281876035,4188.25
32,1524,8.728111,45.630606,3406,121.805214,31.143378,12241.5205632821,3409.57
33,3391,121.336319,31.197875,3385,119.663272,25.935064,11455.6727130121,1397.46
34,6399,105.393,28.8522,3394,106.800703,26.538522,13807.6263377058,2877.83
